episode,reward,loss,accuracy,steps
578,-9000.0,0.029008191615575926,0.125,1000
579,-9000.0,0.028860445990459994,0.126,1000
580,-9000.0,0.02890159181179479,0.113,1000
581,-9000.0,0.02885266173700802,0.1,1000
582,-9000.0,0.02890443262946792,0.124,1000
583,-9000.0,0.028818755819229408,0.112,1000
584,-9000.0,0.02893029631499667,0.112,1000
585,-9000.0,0.02892782358324621,0.119,1000
586,-9000.0,0.028911493056686596,0.145,1000
587,-9000.0,0.028986284244223497,0.106,1000
588,-9000.0,0.0289993347118143,0.129,1000
589,-9000.0,0.028907911045476794,0.115,1000
590,-9000.0,0.028967498062411324,0.107,1000
591,-9000.0,0.029001893518026917,0.108,1000
592,-9000.0,0.02897267201624345,0.124,1000
593,-9000.0,0.028957567650475538,0.106,1000
594,-9000.0,0.028926634518429636,0.118,1000
595,-9000.0,0.029021072811330668,0.1,1000
596,-9000.0,0.028989555996377023,0.12,1000
597,-9000.0,0.02893852478149347,0.112,1000
598,-9000.0,0.028998181210015902,0.123,1000
599,-9000.0,0.02899053230078425,0.106,1000
600,-9000.0,0.029054152994882315,0.123,1000
601,-9000.0,0.028952095159445888,0.112,1000
602,-9000.0,0.028933970575919375,0.112,1000
603,-9000.0,0.02899840308027342,0.119,1000
604,-9000.0,0.029085030640824697,0.115,1000
605,-9000.0,0.028995287207188084,0.127,1000
606,-9000.0,0.029103778711054473,0.11,1000
607,-9000.0,0.029128244625637307,0.122,1000
608,-9000.0,0.029130053897039033,0.105,1000
609,-9000.0,0.029132228031521663,0.117,1000
610,-9000.0,0.029127725538099183,0.124,1000
611,-9000.0,0.02913127012900077,0.112,1000
612,-9000.0,0.02917914793686941,0.102,1000
613,-9000.0,0.029157646529260093,0.12,1000
614,-9000.0,0.029167008353862912,0.12,1000
615,-9000.0,0.029204524657689034,0.119,1000
616,-9000.0,0.029258464485872538,0.106,1000
617,-9000.0,0.029240539113292472,0.111,1000
618,-9000.0,0.029217332697706298,0.107,1000
619,-9000.0,0.029171805484918878,0.111,1000
620,-9000.0,0.02927647124044597,0.107,1000
621,-9000.0,0.029125044614542274,0.13,1000
622,-9000.0,0.02910943051520735,0.117,1000
623,-9000.0,0.02910115790250711,0.12,1000
624,-9000.0,0.029120127602480353,0.099,1000
625,-9000.0,0.029188411807408558,0.123,1000
626,-9000.0,0.029125548095442353,0.104,1000
627,-9000.0,0.029095935612451284,0.126,1000
628,-9000.0,0.029059726054547354,0.129,1000
629,-9000.0,0.029130616952199487,0.125,1000
630,-9000.0,0.029223425105330533,0.108,1000
631,-9000.0,0.02915238063246943,0.127,1000
632,-9000.0,0.029157268959796055,0.097,1000
633,-9000.0,0.029185658367350698,0.128,1000
634,-9000.0,0.029188191736582665,0.107,1000
635,-9000.0,0.029172172395745294,0.111,1000
636,-9000.0,0.029178674936993047,0.124,1000
637,-9000.0,0.02916904889792204,0.111,1000
638,-9000.0,0.02922047231066972,0.118,1000
639,-9000.0,0.029168646525824442,0.115,1000
640,-9000.0,0.029269031709292903,0.097,1000
641,-9000.0,0.029209974427241832,0.105,1000
642,-9000.0,0.029204282622085884,0.118,1000
643,-9000.0,0.029215020180679858,0.113,1000
644,-9000.0,0.0292114894897677,0.104,1000
645,-9000.0,0.02921844536648132,0.105,1000
646,-9000.0,0.029165993658360093,0.096,1000
647,-9000.0,0.029197239038301633,0.114,1000
648,-9000.0,0.02919344120216556,0.115,1000
649,-9000.0,0.02913044429360889,0.117,1000
650,-9000.0,0.029229610990500077,0.105,1000
651,-9000.0,0.02913968171959277,0.111,1000
652,-9000.0,0.029219213917618617,0.12,1000
653,-9000.0,0.029133749157190324,0.116,1000
654,-9000.0,0.02907756409503054,0.105,1000
655,-9000.0,0.029090055613080038,0.107,1000
656,-9000.0,0.02907302094809711,0.122,1000
657,-9000.0,0.029048547762213276,0.118,1000
658,-9000.0,0.02903571710945107,0.107,1000
659,-9000.0,0.028965142356115393,0.104,1000
660,-9000.0,0.029016889814985916,0.127,1000
661,-9000.0,0.029037218210753054,0.122,1000
662,-9000.0,0.029034807287622245,0.117,1000
663,-9000.0,0.029044848752673717,0.125,1000
664,-9000.0,0.028995663635781967,0.116,1000
665,-9000.0,0.02902512200153433,0.138,1000
666,-9000.0,0.029019478566013276,0.109,1000
667,-9000.0,0.029056983967660925,0.121,1000
668,-9000.0,0.02901560121437069,0.114,1000
669,-9000.0,0.02909735897963401,0.122,1000
670,-9000.0,0.029159234242397362,0.113,1000
671,-9000.0,0.02918800022371579,0.131,1000
672,-9000.0,0.029222998966812155,0.135,1000
673,-9000.0,0.029024234803160652,0.128,1000
674,-9000.0,0.029134787783375943,0.118,1000
675,-9000.0,0.02922154763271101,0.114,1000
676,-9000.0,0.029170581607846545,0.097,1000
677,-9000.0,0.029122865940094927,0.121,1000
678,-9000.0,0.02927334898803383,0.129,1000
679,-9000.0,0.02917685645783786,0.109,1000
680,-9000.0,0.02921647493040655,0.1,1000
681,-9000.0,0.029203574083279817,0.118,1000
682,-9000.0,0.029142149748047814,0.125,1000
683,-9000.0,0.02911283031408675,0.115,1000
684,-9000.0,0.029030909717082977,0.106,1000
685,-9000.0,0.029137950791278854,0.122,1000
686,-9000.0,0.029139242380857466,0.108,1000
687,-9000.0,0.02923541970946826,0.105,1000
688,-9000.0,0.02925533121440094,0.106,1000
689,-9000.0,0.029050208222004586,0.121,1000
690,-9000.0,0.029008690272574314,0.094,1000
691,-9000.0,0.029097846221644432,0.106,1000
692,-9000.0,0.0291321756899124,0.117,1000
693,-9000.0,0.02904939072439447,0.135,1000
694,-9000.0,0.02914277375221718,0.097,1000
695,-9000.0,0.029166048492188564,0.112,1000
696,-9000.0,0.029140138223650865,0.117,1000
697,-9000.0,0.029106327365501783,0.104,1000
698,-9000.0,0.029146137018688022,0.119,1000
699,-9000.0,0.02920116777019575,0.102,1000
700,-9000.0,0.029271321216830983,0.121,1000
701,-9000.0,0.029123574053985066,0.103,1000
702,-9000.0,0.02919590683840215,0.115,1000
703,-9000.0,0.029171691842493602,0.13,1000
704,-9000.0,0.029176108547486364,0.119,1000
705,-9000.0,0.02915241712378338,0.108,1000
706,-9000.0,0.029274453309946692,0.113,1000
707,-9000.0,0.029247618353925645,0.129,1000
708,-9000.0,0.029220991361187772,0.121,1000
709,-9000.0,0.02913419575127773,0.115,1000
710,-9000.0,0.029260625354247168,0.115,1000
711,-9000.0,0.029187033750116824,0.11,1000
712,-9000.0,0.029163875102996825,0.115,1000
713,-9000.0,0.029207661166670732,0.122,1000
714,-9000.0,0.02924378336186055,0.112,1000
715,-9000.0,0.029156105083413424,0.108,1000
716,-9000.0,0.029207557444111444,0.109,1000
717,-9000.0,0.029192833550390786,0.131,1000
718,-9000.0,0.029241895522689448,0.089,1000
719,-9000.0,0.029176975751528517,0.125,1000
720,-9000.0,0.029195177152054386,0.131,1000
721,-9000.0,0.029273923909524456,0.121,1000
722,-9000.0,0.029205232565291225,0.12,1000
723,-9000.0,0.02914376609318424,0.111,1000
724,-9000.0,0.02917435336508788,0.129,1000
725,-9000.0,0.029118964303168467,0.114,1000
726,-9000.0,0.02920667578652501,0.115,1000
727,-9000.0,0.029313233003835194,0.111,1000
728,-9000.0,0.029282157568959518,0.141,1000
729,-9000.0,0.02929162435582839,0.111,1000
730,-9000.0,0.029267870619660245,0.12,1000
731,-9000.0,0.029197061763959937,0.096,1000
732,-9000.0,0.02926695177471265,0.137,1000
733,-9000.0,0.029230842689285056,0.12,1000
734,-9000.0,0.02915881876577623,0.121,1000
735,-9000.0,0.029211223165271805,0.099,1000
736,-9000.0,0.029201340099796653,0.103,1000
737,-9000.0,0.02917170975240879,0.123,1000
738,-9000.0,0.029207566469791345,0.111,1000
739,-9000.0,0.029192295479006133,0.119,1000
740,-9000.0,0.02934081409079954,0.126,1000
741,-9000.0,0.029216673709917814,0.117,1000
742,-9000.0,0.02933615803869907,0.124,1000
743,-9000.0,0.029338156177895144,0.145,1000
744,-9000.0,0.029260798766743392,0.115,1000
745,-9000.0,0.029273744023637846,0.115,1000
746,-9000.0,0.02923743576707784,0.111,1000
747,-9000.0,0.029334010190563278,0.098,1000
748,-9000.0,0.02927591767325066,0.122,1000
749,-9000.0,0.02925819067086559,0.116,1000
750,-9000.0,0.02930841111310292,0.1,1000
751,-9000.0,0.029336601462913676,0.106,1000
752,-9000.0,0.029294932545395568,0.126,1000
753,-9000.0,0.029251690931734627,0.13,1000
754,-9000.0,0.02939909952413291,0.108,1000
755,-9000.0,0.02934514720842708,0.117,1000
756,-9000.0,0.029278769992524756,0.106,1000
757,-9000.0,0.029188185273087582,0.132,1000
758,-9000.0,0.029343837873777374,0.109,1000
759,-9000.0,0.029233294479898177,0.105,1000
760,-9000.0,0.029376574375201015,0.12,1000
761,-9000.0,0.029302141356980428,0.102,1000
762,-9000.0,0.029374068138888106,0.106,1000
763,-9000.0,0.029308845879626462,0.124,1000
764,-9000.0,0.029262415437726303,0.11,1000
765,-9000.0,0.02933757479605265,0.091,1000
766,-9000.0,0.02933175675664097,0.121,1000
767,-9000.0,0.02927613559202291,0.122,1000
768,-9000.0,0.029323111185687593,0.109,1000
769,-9000.0,0.029332543882657772,0.135,1000
770,-9000.0,0.029371938421740195,0.127,1000
771,-9000.0,0.02932557086867746,0.108,1000
772,-9000.0,0.029455167832318694,0.114,1000
773,-9000.0,0.029430434976588003,0.112,1000
774,-9000.0,0.029432432469329795,0.101,1000
775,-9000.0,0.029429967159987427,0.102,1000
776,-9000.0,0.029374505280982705,0.125,1000
777,-9000.0,0.029341205679811536,0.121,1000
778,-9000.0,0.02953125405497849,0.114,1000
779,-9000.0,0.029444842181168496,0.116,1000
780,-9000.0,0.02941330613521859,0.122,1000
781,-9000.0,0.029389277256792412,0.125,1000
782,-9000.0,0.029379701666068285,0.105,1000
783,-9000.0,0.02935771281225607,0.108,1000
784,-9000.0,0.029357475608354434,0.104,1000
785,-9000.0,0.02930914573208429,0.12,1000
786,-9000.0,0.0293516975203529,0.119,1000
787,-9000.0,0.029404469477944076,0.112,1000
788,-9000.0,0.02940396259550471,0.112,1000
789,-9000.0,0.029326818404719235,0.12,1000
790,-9000.0,0.02938039908721112,0.12,1000
791,-9000.0,0.029421424912987278,0.11,1000
792,-9000.0,0.02940764327486977,0.13,1000
793,-9000.0,0.029326950497110375,0.134,1000
794,-9000.0,0.029298987374873832,0.097,1000
795,-9000.0,0.029348880262579768,0.107,1000
796,-9000.0,0.029249737946083768,0.119,1000
797,-9000.0,0.029284661990823226,0.114,1000
798,-9000.0,0.029291581239784138,0.119,1000
799,-9000.0,0.029302398982690648,0.121,1000
800,-9000.0,0.0292554310974665,0.081,1000
801,-9000.0,0.02920567475131247,0.111,1000
802,-9000.0,0.029278131003607995,0.129,1000
803,-9000.0,0.029217751988209785,0.118,1000
804,-9000.0,0.02923478488624096,0.131,1000
805,-9000.0,0.02924881729646586,0.124,1000
806,-9000.0,0.029346287692082116,0.131,1000
807,-9000.0,0.029319175003562122,0.138,1000
808,-9000.0,0.029391500423313118,0.116,1000
809,-9000.0,0.029399600876844487,0.119,1000
810,-9000.0,0.02944158574566245,0.106,1000
811,-9000.0,0.029393583181547,0.129,1000
812,-9000.0,0.029448891948210074,0.113,1000
813,-9000.0,0.029363876092247665,0.137,1000
814,-9000.0,0.029368827210739256,0.125,1000
815,-9000.0,0.029330757652642207,0.125,1000
816,-9000.0,0.02937661616841797,0.091,1000
817,-9000.0,0.029310623658355326,0.126,1000
818,-9000.0,0.029355911449179983,0.114,1000
819,-9000.0,0.029324280737899243,0.114,1000
820,-9000.0,0.029412309907143934,0.113,1000
821,-9000.0,0.029356050897855313,0.115,1000
822,-9000.0,0.029388036720687523,0.12,1000
823,-9000.0,0.02934144524857402,0.128,1000
824,-9000.0,0.029378333686618133,0.122,1000
825,-9000.0,0.029361974061001092,0.113,1000
826,-9000.0,0.029374947267118843,0.099,1000
827,-9000.0,0.029375703944126145,0.134,1000
828,-9000.0,0.029397884250152856,0.124,1000
829,-9000.0,0.02936327483167406,0.118,1000
830,-9000.0,0.02948266195121687,0.102,1000
831,-9000.0,0.029395385804236868,0.104,1000
832,-9000.0,0.029397617500973864,0.124,1000
833,-9000.0,0.029322679333621635,0.124,1000
834,-9000.0,0.02931927783624269,0.112,1000
835,-9000.0,0.02933411604212597,0.136,1000
836,-9000.0,0.0294256088307593,0.117,1000
837,-9000.0,0.02939590570132714,0.137,1000
838,-9000.0,0.02947843636746984,0.126,1000
839,-9000.0,0.029428630229551344,0.113,1000
840,-9000.0,0.02946527027897537,0.119,1000
841,-9000.0,0.029400304596871138,0.118,1000
842,-9000.0,0.02943407107726671,0.123,1000
843,-9000.0,0.029393984396476298,0.125,1000
844,-9000.0,0.029449521004455165,0.119,1000
845,-9000.0,0.029379780962364748,0.125,1000
846,-9000.0,0.029405155774089507,0.111,1000
847,-9000.0,0.029416218564845623,0.106,1000
848,-9000.0,0.029465257241390645,0.106,1000
849,-9000.0,0.029461728004273026,0.119,1000
850,-9000.0,0.029501446616486647,0.132,1000
851,-9000.0,0.029448519211262465,0.134,1000
852,-9000.0,0.029482643408700823,0.13,1000
853,-9000.0,0.029471032733563333,0.118,1000
854,-9000.0,0.029444888993632047,0.113,1000
855,-9000.0,0.029466952196788042,0.12,1000
856,-9000.0,0.029470830171369016,0.135,1000
857,-9000.0,0.02939938311849255,0.129,1000
858,-9000.0,0.02949893539934419,0.118,1000
859,-9000.0,0.029397166694514452,0.117,1000
860,-9000.0,0.029495145198423417,0.128,1000
861,-9000.0,0.029494651689659805,0.125,1000
862,-9000.0,0.02947294850833714,0.128,1000
863,-9000.0,0.029436210807412863,0.124,1000
864,-9000.0,0.02940556433191523,0.114,1000
865,-9000.0,0.029461531155742706,0.12,1000
866,-9000.0,0.02949965871241875,0.124,1000
867,-9000.0,0.029492984652984888,0.117,1000
868,-9000.0,0.02957069692481309,0.114,1000
869,-9000.0,0.029478695677942597,0.14,1000
870,-9000.0,0.029635739319492132,0.103,1000
871,-9000.0,0.029532959329430016,0.118,1000
872,-9000.0,0.02968697304232046,0.139,1000
873,-9000.0,0.029567991418298335,0.103,1000
874,-9000.0,0.02953601634304505,0.126,1000
875,-9000.0,0.029652511105057785,0.135,1000
876,-9000.0,0.02964300763618667,0.138,1000
877,-9000.0,0.02958621122362092,0.145,1000
878,-9000.0,0.029691664414480328,0.13,1000
879,-9000.0,0.029611066703684626,0.102,1000
880,-9000.0,0.029648805964272468,0.114,1000
881,-9000.0,0.029570764914155008,0.139,1000
882,-9000.0,0.029628971682279372,0.126,1000
883,-9000.0,0.02960050298355054,0.109,1000
884,-9000.0,0.02962095022154972,0.124,1000
885,-9000.0,0.029683864752412775,0.118,1000
886,-9000.0,0.029695560878841207,0.111,1000
887,-9000.0,0.02968700759857893,0.12,1000
888,-9000.0,0.02969311311189085,0.126,1000
889,-9000.0,0.02973068848880939,0.115,1000
890,-9000.0,0.029804747055051848,0.121,1000
891,-9000.0,0.029775311803212388,0.126,1000
892,-9000.0,0.02977252990566194,0.11,1000
893,-9000.0,0.02973846928961575,0.131,1000
894,-9000.0,0.02975960346951615,0.134,1000
895,-9000.0,0.029699210857972502,0.123,1000
896,-9000.0,0.02983635521773249,0.11,1000
897,-9000.0,0.029783970633405262,0.123,1000
898,-9000.0,0.029782960657496006,0.093,1000
899,-9000.0,0.02974321909295395,0.128,1000
900,-9000.0,0.029768687305040658,0.125,1000
901,-9000.0,0.02969421625789255,0.117,1000
902,-9000.0,0.02967832663701847,0.121,1000
903,-9000.0,0.029616878483211623,0.12,1000
904,-9000.0,0.02962019456597045,0.143,1000
905,-9000.0,0.029611507414956578,0.121,1000
906,-9000.0,0.02958080558932852,0.115,1000
907,-9000.0,0.029615545637207107,0.14,1000
908,-9000.0,0.029736470125149937,0.135,1000
909,-9000.0,0.029632153841434045,0.104,1000
910,-9000.0,0.02969272141158581,0.123,1000
911,-9000.0,0.029620442541548983,0.117,1000
912,-9000.0,0.029643372532445936,0.124,1000
913,-9000.0,0.029662431525299324,0.127,1000
914,-9000.0,0.029667323059402406,0.102,1000
915,-9000.0,0.029639262701384724,0.124,1000
916,-9000.0,0.0296379158727359,0.099,1000
917,-9000.0,0.029588251838227733,0.123,1000
918,-9000.0,0.029585191335529087,0.115,1000
919,-9000.0,0.02960070834122598,0.125,1000
920,-9000.0,0.02964605993544683,0.125,1000
921,-9000.0,0.029585373896406964,0.112,1000
922,-9000.0,0.029560859228251503,0.122,1000
923,-9000.0,0.029635255452478304,0.107,1000
924,-9000.0,0.02967168584628962,0.112,1000
925,-9000.0,0.029628129191696644,0.122,1000
926,-9000.0,0.029672368039144203,0.116,1000
927,-9000.0,0.029618083823705094,0.117,1000
928,-9000.0,0.029686533415457232,0.126,1000
929,-9000.0,0.029675178948789835,0.114,1000
930,-9000.0,0.029715175711084157,0.106,1000
931,-9000.0,0.02966110436199233,0.105,1000
932,-9000.0,0.029672679527429864,0.125,1000
933,-9000.0,0.02964045845507644,0.108,1000
934,-9000.0,0.029633155887713657,0.129,1000
935,-9000.0,0.02962884099734947,0.113,1000
936,-9000.0,0.029701719221891836,0.117,1000
937,-9000.0,0.029751301990123467,0.124,1000
938,-9000.0,0.029749516426352783,0.129,1000
939,-9000.0,0.029767189928796144,0.145,1000
940,-9000.0,0.029803808888420463,0.135,1000
941,-9000.0,0.029629578372696416,0.125,1000
942,-9000.0,0.029751309521961956,0.119,1000
943,-9000.0,0.02969975593802519,0.113,1000
944,-9000.0,0.02972890610503964,0.121,1000
945,-9000.0,0.029758436840493233,0.096,1000
946,-9000.0,0.029773783118696884,0.128,1000
947,-9000.0,0.029650348526891322,0.115,1000
948,-9000.0,0.029786196251166984,0.134,1000
949,-9000.0,0.02967781754932366,0.125,1000
950,-9000.0,0.029759485455579125,0.128,1000
951,-9000.0,0.02968810553709045,0.113,1000
952,-9000.0,0.029716297189472243,0.116,1000
953,-9000.0,0.029838943131966517,0.114,1000
954,-9000.0,0.029805915667675435,0.119,1000
955,-9000.0,0.029772890174062924,0.134,1000
956,-9000.0,0.029824337587924674,0.117,1000
957,-9000.0,0.029815321587957442,0.111,1000
958,-9000.0,0.029777354800375178,0.13,1000
959,-9000.0,0.02965735560376197,0.123,1000
960,-9000.0,0.029749876197194682,0.113,1000
961,-9000.0,0.029651631399290636,0.107,1000
962,-9000.0,0.02970262755919248,0.114,1000
963,-9000.0,0.02964655819372274,0.119,1000
964,-9000.0,0.02966928952676244,0.125,1000
965,-9000.0,0.029705978562356905,0.147,1000
966,-9000.0,0.029679949323879556,0.113,1000
967,-9000.0,0.029674639324774033,0.115,1000
968,-9000.0,0.02977866531384643,0.109,1000
969,-9000.0,0.02973702813894488,0.116,1000
970,-9000.0,0.029792645388748498,0.134,1000
971,-9000.0,0.02971857641171664,0.13,1000
972,-9000.0,0.029689919547061436,0.126,1000
973,-9000.0,0.029703625936061143,0.128,1000
974,-9000.0,0.029721022080397234,0.121,1000
975,-9000.0,0.02969827810744755,0.137,1000
976,-9000.0,0.029696985297137872,0.126,1000
977,-9000.0,0.02971731283387635,0.138,1000
978,-9000.0,0.029680812786566094,0.122,1000
979,-9000.0,0.029722802413161845,0.11,1000
980,-9000.0,0.029706773531856016,0.137,1000
981,-9000.0,0.029626802859129383,0.134,1000
982,-9000.0,0.029648169598542155,0.111,1000
983,-9000.0,0.029711453711031937,0.107,1000
984,-9000.0,0.02970149313053116,0.118,1000
985,-9000.0,0.029724999097990805,0.109,1000
986,-9000.0,0.029675902920542285,0.141,1000
987,-9000.0,0.0296194386605639,0.112,1000
988,-9000.0,0.02970982802240178,0.136,1000
989,-9000.0,0.029724368084338492,0.131,1000
990,-9000.0,0.02976746180851478,0.118,1000
991,-9000.0,0.029686818074667828,0.108,1000
992,-9000.0,0.029753257448319345,0.126,1000
993,-9000.0,0.02960151898523327,0.129,1000
994,-9000.0,0.029676020574988797,0.13,1000
995,-9000.0,0.029739813272375612,0.127,1000
996,-9000.0,0.029727060006232934,0.116,1000
997,-9000.0,0.029620828496059404,0.122,1000
998,-9000.0,0.029780548229580744,0.112,1000
999,-9000.0,0.02968600494391285,0.11,1000
