episode,reward,loss,accuracy,steps
229,-9000.0,0.007585375432041474,0.066,1000
230,-9000.0,0.007564488413976505,0.072,1000
231,-9000.0,0.007569595312816091,0.076,1000
232,-9000.0,0.007562567594111897,0.068,1000
233,-9000.0,0.007566949655418285,0.09,1000
234,-9000.0,0.007565818325965665,0.064,1000
235,-9000.0,0.00757242397533264,0.106,1000
236,-9000.0,0.007560885582584888,0.078,1000
237,-9000.0,0.0075702727799071,0.08,1000
238,-9000.0,0.0075629325154004615,0.077,1000
239,-9000.0,0.007584270443301648,0.083,1000
240,-9000.0,0.007575229275622405,0.072,1000
241,-9000.0,0.00756729962490499,0.071,1000
242,-9000.0,0.007587014289340005,0.084,1000
243,-9000.0,0.007618295919150114,0.071,1000
244,-9000.0,0.007611594459391199,0.089,1000
245,-9000.0,0.007618716278579086,0.068,1000
246,-9000.0,0.007626618743641302,0.085,1000
247,-9000.0,0.0076183843453181905,0.08,1000
248,-9000.0,0.0076286986147752036,0.099,1000
249,-9000.0,0.007626297039212659,0.084,1000
250,-9000.0,0.007609156465507113,0.073,1000
251,-9000.0,0.007602810611017048,0.088,1000
252,-9000.0,0.007584030821803026,0.083,1000
253,-9000.0,0.0075077767949551346,0.093,1000
254,-9000.0,0.00753315552289132,0.067,1000
255,-9000.0,0.007536687874933705,0.086,1000
256,-9000.0,0.007529427079134621,0.074,1000
257,-9000.0,0.007543096693581901,0.056,1000
258,-9000.0,0.007565412920434028,0.085,1000
259,-9000.0,0.007575696663581767,0.083,1000
260,-9000.0,0.007562515377881936,0.085,1000
261,-9000.0,0.007557569121941924,0.088,1000
262,-9000.0,0.007564917660783976,0.071,1000
263,-9000.0,0.007573626853176392,0.06,1000
264,-9000.0,0.007558055969420821,0.081,1000
265,-9000.0,0.007573852801928297,0.077,1000
266,-9000.0,0.007551615685457364,0.097,1000
267,-9000.0,0.007537339740199968,0.095,1000
268,-9000.0,0.007483139902935363,0.089,1000
269,-9000.0,0.007488637827918865,0.092,1000
270,-9000.0,0.007508867265889421,0.074,1000
271,-9000.0,0.007486661531263962,0.077,1000
272,-9000.0,0.007483449519611895,0.067,1000
273,-9000.0,0.007470298930304125,0.074,1000
274,-9000.0,0.007441472501377575,0.075,1000
275,-9000.0,0.007451150566572323,0.074,1000
276,-9000.0,0.00745686880860012,0.077,1000
277,-9000.0,0.007457378379884176,0.084,1000
278,-9000.0,0.007462434424087405,0.08,1000
279,-9000.0,0.007451831307495013,0.099,1000
280,-9000.0,0.007447762179770507,0.066,1000
281,-9000.0,0.007458159834728576,0.073,1000
282,-9000.0,0.00743327231251169,0.087,1000
283,-9000.0,0.007443281473708339,0.084,1000
284,-9000.0,0.0074748763642273845,0.089,1000
285,-9000.0,0.007454795557423495,0.083,1000
286,-9000.0,0.007468600997934118,0.078,1000
287,-9000.0,0.00745560537581332,0.088,1000
288,-9000.0,0.00746845684305299,0.091,1000
289,-9000.0,0.007456571080023423,0.09,1000
290,-9000.0,0.0075179107905132695,0.085,1000
291,-9000.0,0.007577952528255992,0.085,1000
292,-9000.0,0.007579807664267719,0.084,1000
293,-9000.0,0.007573654736857861,0.092,1000
294,-9000.0,0.007594047103775665,0.08,1000
295,-9000.0,0.007582027787575499,0.088,1000
296,-9000.0,0.007584047456737608,0.085,1000
297,-9000.0,0.00757787151390221,0.066,1000
298,-9000.0,0.007557087727822364,0.089,1000
299,-9000.0,0.007574416875606403,0.088,1000
300,-9000.0,0.007572206790209748,0.088,1000
301,-9000.0,0.0076293932184344155,0.089,1000
302,-9000.0,0.007597051360993646,0.082,1000
303,-9000.0,0.007731227231328376,0.077,1000
304,-9000.0,0.007752798105124384,0.088,1000
305,-9000.0,0.007782947706291452,0.083,1000
306,-9000.0,0.007767044711159543,0.095,1000
307,-9000.0,0.007779032251681201,0.081,1000
308,-9000.0,0.007949016875470989,0.079,1000
309,-9000.0,0.007950110708363354,0.073,1000
310,-9000.0,0.007807480704621412,0.076,1000
311,-9000.0,0.007715642948402092,0.097,1000
312,-9000.0,0.007718585186870769,0.071,1000
313,-9000.0,0.007709228942752816,0.082,1000
314,-9000.0,0.007731541471672244,0.082,1000
315,-9000.0,0.007825517944642342,0.079,1000
316,-9000.0,0.007838848090381361,0.085,1000
317,-9000.0,0.007804723402834497,0.076,1000
318,-9000.0,0.007797829312388785,0.081,1000
319,-9000.0,0.007755910900654271,0.089,1000
320,-9000.0,0.007779447073698975,0.093,1000
321,-9000.0,0.007766472648014314,0.084,1000
322,-9000.0,0.00777023887145333,0.074,1000
323,-9000.0,0.00777858858788386,0.085,1000
324,-9000.0,0.007798803477664478,0.073,1000
325,-9000.0,0.007782155421911739,0.085,1000
326,-9000.0,0.007797952288528904,0.096,1000
327,-9000.0,0.007784806493204087,0.064,1000
328,-9000.0,0.007761136902263388,0.077,1000
329,-9000.0,0.007780862073996104,0.069,1000
330,-9000.0,0.00777393848344218,0.08,1000
331,-9000.0,0.007777074614190496,0.07,1000
332,-9000.0,0.007750782221672125,0.087,1000
333,-9000.0,0.007708193826605566,0.074,1000
334,-9000.0,0.007718540355446749,0.101,1000
335,-9000.0,0.007745209730928764,0.094,1000
336,-9000.0,0.0077113784218672664,0.08,1000
337,-9000.0,0.007730631390586495,0.075,1000
338,-9000.0,0.0077180627078050745,0.077,1000
339,-9000.0,0.007714322113548405,0.077,1000
340,-9000.0,0.0077130612788023425,0.084,1000
341,-9000.0,0.007750058947596699,0.085,1000
342,-9000.0,0.007735285324044525,0.079,1000
343,-9000.0,0.007732327137375251,0.081,1000
344,-9000.0,0.007730433927732519,0.094,1000
345,-9000.0,0.007737829745630733,0.101,1000
346,-9000.0,0.007738522153813392,0.09,1000
347,-9000.0,0.0077196940118446945,0.091,1000
348,-9000.0,0.007725256975390948,0.1,1000
349,-9000.0,0.007727325914893299,0.087,1000
350,-9000.0,0.00774400708754547,0.067,1000
351,-9000.0,0.007720359942410141,0.085,1000
352,-9000.0,0.007740464591071941,0.092,1000
353,-9000.0,0.0077219451995333655,0.076,1000
354,-9000.0,0.007744023379869759,0.074,1000
355,-9000.0,0.007738819166901521,0.1,1000
356,-9000.0,0.007797666307189502,0.074,1000
357,-9000.0,0.007789255129988305,0.064,1000
358,-9000.0,0.007841467971098609,0.08,1000
359,-9000.0,0.007800431804964319,0.087,1000
360,-9000.0,0.007810015905997716,0.064,1000
361,-9000.0,0.007796209028339945,0.074,1000
362,-9000.0,0.007806711617857218,0.077,1000
363,-9000.0,0.007793445606250316,0.074,1000
364,-9000.0,0.007823965117218903,0.101,1000
365,-9000.0,0.00783173101337161,0.091,1000
366,-9000.0,0.00781799783895258,0.077,1000
367,-9000.0,0.007824300982989372,0.083,1000
368,-9000.0,0.007800072269397788,0.079,1000
369,-9000.0,0.007828139922581613,0.09,1000
370,-9000.0,0.007807321049040183,0.083,1000
371,-9000.0,0.007847738687181846,0.086,1000
372,-9000.0,0.007847715468960815,0.076,1000
373,-9000.0,0.007891288605635054,0.072,1000
374,-9000.0,0.007890160237904637,0.086,1000
375,-9000.0,0.007877365184482187,0.068,1000
376,-9000.0,0.007898146368097514,0.073,1000
377,-9000.0,0.007890798333333806,0.096,1000
378,-9000.0,0.007894556847866625,0.07,1000
379,-9000.0,0.007895461591542698,0.073,1000
380,-9000.0,0.007903834418044426,0.073,1000
381,-9000.0,0.00788918050529901,0.105,1000
382,-9000.0,0.00792492916889023,0.072,1000
383,-9000.0,0.007877802565693856,0.075,1000
384,-9000.0,0.007812984952004626,0.091,1000
385,-9000.0,0.007808262342121452,0.079,1000
386,-9000.0,0.007833045543637127,0.095,1000
387,-9000.0,0.007806552635272965,0.085,1000
388,-9000.0,0.007825163991190494,0.068,1000
389,-9000.0,0.007809247870813124,0.08,1000
390,-9000.0,0.007776237648795359,0.089,1000
391,-9000.0,0.0077006735753966495,0.073,1000
392,-9000.0,0.007685839364188723,0.076,1000
393,-9000.0,0.007696468976675533,0.08,1000
394,-9000.0,0.007673626637319103,0.094,1000
395,-9000.0,0.007696601235191338,0.076,1000
396,-9000.0,0.007690900055225939,0.106,1000
397,-9000.0,0.0076675741168437525,0.083,1000
398,-9000.0,0.007701968676992692,0.091,1000
399,-9000.0,0.007630678547779098,0.084,1000
400,-9000.0,0.0076465627942234275,0.089,1000
401,-9000.0,0.0076549287392990665,0.073,1000
402,-9000.0,0.007631928130867891,0.086,1000
403,-9000.0,0.007647019440541044,0.096,1000
404,-9000.0,0.007643096466315911,0.086,1000
405,-9000.0,0.007645775399985723,0.081,1000
406,-9000.0,0.007651107788900845,0.077,1000
407,-9000.0,0.0076462703642901034,0.086,1000
408,-9000.0,0.007656913016340696,0.089,1000
409,-9000.0,0.00763874309300445,0.089,1000
410,-9000.0,0.007677244178019464,0.079,1000
411,-9000.0,0.007631376238772645,0.077,1000
412,-9000.0,0.007679762330022641,0.081,1000
413,-9000.0,0.007665693032788113,0.083,1000
414,-9000.0,0.007688746247324161,0.086,1000
415,-9000.0,0.00769432202167809,0.064,1000
416,-9000.0,0.007692961148568429,0.073,1000
417,-9000.0,0.007681352536776103,0.098,1000
418,-9000.0,0.007662145746988244,0.075,1000
419,-9000.0,0.007670425699441694,0.092,1000
420,-9000.0,0.007660955263883807,0.086,1000
421,-9000.0,0.007695011446950957,0.093,1000
422,-9000.0,0.007738260582904331,0.072,1000
423,-9000.0,0.007730154773569666,0.083,1000
424,-9000.0,0.007735271130688489,0.07,1000
425,-9000.0,0.007744602250400931,0.061,1000
426,-9000.0,0.007725089838844724,0.084,1000
427,-9000.0,0.007749448848888278,0.079,1000
428,-9000.0,0.007720044801128097,0.086,1000
429,-9000.0,0.007744638194679283,0.074,1000
430,-9000.0,0.00773576823680196,0.097,1000
431,-9000.0,0.007728544890880585,0.085,1000
432,-9000.0,0.007754674265859649,0.086,1000
433,-9000.0,0.007762601450900547,0.095,1000
434,-9000.0,0.007769675193587318,0.084,1000
435,-9000.0,0.007733795916195959,0.078,1000
436,-9000.0,0.006650465411308687,0.079,1000
437,-9000.0,0.0025154270954080857,0.094,1000
438,-9000.0,0.003095269926881883,0.078,1000
439,-9000.0,0.003387162266939413,0.096,1000
440,-9000.0,0.00372081705625169,0.106,1000
441,-9000.0,0.00344131260109134,0.081,1000
442,-9000.0,0.0023131750314787495,0.085,1000
443,-9000.0,0.004490300574805588,0.102,1000
444,-9000.0,0.0034369565363740547,0.078,1000
445,-9000.0,0.0027267528053198475,0.104,1000
446,-9000.0,0.00454585787281394,0.064,1000
447,-9000.0,0.004811907890427392,0.088,1000
448,-9000.0,0.0038344705679919573,0.101,1000
449,-9000.0,0.0033264165667351337,0.076,1000
450,-9000.0,0.003667300601140596,0.099,1000
451,-9000.0,0.0029099954839621207,0.081,1000
452,-9000.0,0.0016737688248977065,0.08,1000
453,-9000.0,0.003656358197215013,0.092,1000
454,-9000.0,0.004684249741665553,0.095,1000
455,-9000.0,0.004753784549015108,0.09,1000
456,-9000.0,0.009922390479478054,0.095,1000
457,-9000.0,0.006296633164864033,0.087,1000
458,-9000.0,0.0035786926824075637,0.095,1000
459,-9000.0,0.002111825096188113,0.099,1000
460,-9000.0,0.00204927743630833,0.093,1000
461,-9000.0,0.0023103700373030733,0.085,1000
462,-9000.0,0.011151270724018104,0.1,1000
463,-9000.0,0.002179600292816758,0.089,1000
464,-9000.0,0.004207048306299839,0.08,1000
465,-9000.0,0.007595161622739397,0.092,1000
466,-9000.0,0.010618394947639899,0.116,1000
467,-9000.0,0.011917804356431588,0.118,1000
468,-9000.0,0.008778383963712258,0.093,1000
469,-9000.0,0.006246115001966246,0.102,1000
470,-9000.0,0.006436938994098454,0.093,1000
471,-9000.0,0.0049270357836503536,0.093,1000
472,-9000.0,0.018245175167394337,0.107,1000
473,-9000.0,0.029325772808631884,0.112,1000
474,-9000.0,0.029059670545626432,0.123,1000
475,-9000.0,0.028902968477457762,0.117,1000
476,-9000.0,0.028953549006022514,0.101,1000
477,-9000.0,0.028906023786636068,0.119,1000
478,-9000.0,0.02896597194322385,0.114,1000
479,-9000.0,0.02907510462915525,0.116,1000
480,-9000.0,0.02902808159473352,0.126,1000
481,-9000.0,0.02893484553415328,0.102,1000
482,-9000.0,0.028880403608549387,0.117,1000
483,-9000.0,0.028832365673035383,0.114,1000
484,-9000.0,0.028854070222005247,0.092,1000
485,-9000.0,0.02894640815583989,0.115,1000
486,-9000.0,0.02885916442167945,0.11,1000
487,-9000.0,0.028902346316492186,0.101,1000
488,-9000.0,0.028931399820838123,0.124,1000
489,-9000.0,0.028931614604778586,0.114,1000
490,-9000.0,0.028994588798610492,0.12,1000
491,-9000.0,0.029008526530116797,0.114,1000
492,-9000.0,0.02894998187106103,0.116,1000
493,-9000.0,0.028963978005573154,0.113,1000
494,-9000.0,0.02898293162044138,0.116,1000
495,-9000.0,0.02894339049095288,0.109,1000
496,-9000.0,0.02893579601473175,0.107,1000
497,-9000.0,0.028925036636646837,0.104,1000
498,-9000.0,0.028916406410280614,0.117,1000
499,-9000.0,0.028930957133881746,0.122,1000
500,-9000.0,0.02904139725235291,0.112,1000
501,-9000.0,0.029014378755586222,0.124,1000
502,-9000.0,0.02897875565895811,0.123,1000
503,-9000.0,0.02886692883516662,0.123,1000
504,-9000.0,0.028863434919156133,0.102,1000
505,-9000.0,0.02891455649747513,0.131,1000
506,-9000.0,0.028867312150541693,0.106,1000
507,-9000.0,0.028871941834455357,0.108,1000
508,-9000.0,0.02898397366050631,0.124,1000
509,-9000.0,0.028944926145253704,0.105,1000
510,-9000.0,0.028970783238997683,0.117,1000
511,-9000.0,0.028993046614341437,0.107,1000
512,-9000.0,0.02895668915263377,0.096,1000
513,-9000.0,0.028956109969643876,0.11,1000
514,-9000.0,0.02893625580542721,0.104,1000
515,-9000.0,0.029003621049923822,0.113,1000
516,-9000.0,0.029011163361603393,0.107,1000
517,-9000.0,0.02900171299139038,0.118,1000
518,-9000.0,0.029062861596234144,0.127,1000
519,-9000.0,0.0290408106893301,0.135,1000
520,-9000.0,0.02902928594639525,0.114,1000
521,-9000.0,0.029029334645019843,0.111,1000
522,-9000.0,0.02907800307078287,0.119,1000
523,-9000.0,0.029045067518716678,0.114,1000
524,-9000.0,0.028936998975928874,0.086,1000
525,-9000.0,0.02901590400072746,0.096,1000
526,-9000.0,0.029031648008851333,0.119,1000
527,-9000.0,0.0290827384442091,0.106,1000
528,-9000.0,0.02902963722590357,0.115,1000
529,-9000.0,0.029053245960036292,0.102,1000
530,-9000.0,0.029132344219600783,0.121,1000
531,-9000.0,0.029081869383109735,0.101,1000
532,-9000.0,0.029091895689256488,0.124,1000
533,-9000.0,0.02899530439893715,0.12,1000
534,-9000.0,0.029048050925601275,0.113,1000
535,-9000.0,0.029038274053717034,0.122,1000
536,-9000.0,0.029040004359092562,0.101,1000
537,-9000.0,0.0290449004243128,0.123,1000
538,-9000.0,0.029141890552826226,0.105,1000
539,-9000.0,0.028995141612831503,0.11,1000
540,-9000.0,0.029037953283172102,0.105,1000
541,-9000.0,0.028946420417167246,0.121,1000
542,-9000.0,0.02899197064898908,0.118,1000
543,-9000.0,0.028921401880914344,0.114,1000
544,-9000.0,0.0289435446227435,0.114,1000
545,-9000.0,0.028966972197871654,0.127,1000
546,-9000.0,0.028883491903776305,0.106,1000
547,-9000.0,0.028844298495911063,0.114,1000
548,-9000.0,0.02896916648070328,0.108,1000
549,-9000.0,0.02890837213676423,0.108,1000
550,-9000.0,0.029148951459908857,0.134,1000
551,-9000.0,0.028910554690053686,0.11,1000
552,-9000.0,0.028961783881066367,0.105,1000
553,-9000.0,0.02890262312302366,0.118,1000
554,-9000.0,0.028912932469043882,0.119,1000
555,-9000.0,0.02896909197443165,0.139,1000
556,-9000.0,0.02900907128409017,0.125,1000
557,-9000.0,0.028938049847492948,0.119,1000
558,-9000.0,0.029121651666006075,0.103,1000
559,-9000.0,0.02900969274737872,0.133,1000
560,-9000.0,0.028989865433191882,0.11,1000
561,-9000.0,0.02896370259206742,0.098,1000
562,-9000.0,0.029055585032794623,0.127,1000
563,-9000.0,0.028994410667335616,0.112,1000
564,-9000.0,0.029054005288751798,0.113,1000
565,-9000.0,0.028977998987073077,0.106,1000
566,-9000.0,0.028995027149678207,0.115,1000
567,-9000.0,0.02901648126868531,0.12,1000
568,-9000.0,0.029061150076100602,0.122,1000
569,-9000.0,0.029034636481199413,0.12,1000
570,-9000.0,0.02903377549443394,0.119,1000
571,-9000.0,0.028936315500410273,0.093,1000
572,-9000.0,0.028952683707000687,0.106,1000
573,-9000.0,0.028890796827618033,0.125,1000
574,-9000.0,0.02895339523034636,0.097,1000
575,-9000.0,0.028923465788830073,0.123,1000
576,-9000.0,0.028943976781563834,0.122,1000
577,-9000.0,0.02900821062736213,0.111,1000
